,location_url,route_url,state
159,http://www.mountainproject.com/v/8-everday-buttress/105873424,http://www.mountainproject.com/v/jammer/106062622,Minnesota
160,http://www.mountainproject.com/v/8-everday-buttress/105873424,http://www.mountainproject.com/v/debauchery/105879595,Minnesota
161,http://www.mountainproject.com/v/palisade-head/105814857,http://www.mountainproject.com/v/poseidon-adventure/105872011,Minnesota
162,http://www.mountainproject.com/v/palisade-head/105814857,http://www.mountainproject.com/v/laceration-jam/105920328,Minnesota
163,http://www.mountainproject.com/v/palisade-head/105814857,http://www.mountainproject.com/v/mr-lean/105920475,Minnesota
164,http://www.mountainproject.com/v/palisade-head/105814857,http://www.mountainproject.com/v/dont-bring-a-knife-to-a-gun-fight-aka-gun-fight/106019926,Minnesota
165,http://www.mountainproject.com/v/palisade-head/105814857,http://www.mountainproject.com/v/scars-and-tripes-forever/105920333,Minnesota
166,http://www.mountainproject.com/v/palisade-head/105814857,http://www.mountainproject.com/v/hidden-treasure/105827817,Minnesota
167,http://www.mountainproject.com/v/palisade-head/105814857,http://www.mountainproject.com/v/urge-to-mate/105920472,Minnesota
168,http://www.mountainproject.com/v/palisade-head/105814857,http://www.mountainproject.com/v/driving-in-duluth/106027183,Minnesota
169,http://www.mountainproject.com/v/palisade-head/105814857,http://www.mountainproject.com/v/a-feathery-tong/106006247,Minnesota
170,http://www.mountainproject.com/v/palisade-head/105814857,http://www.mountainproject.com/v/rapprochement/105920464,Minnesota
171,http://www.mountainproject.com/v/palisade-head/105814857,http://www.mountainproject.com/v/yellow-feather/105854196,Minnesota
172,http://www.mountainproject.com/v/palisade-head/105814857,http://www.mountainproject.com/v/jims-crack/105854803,Minnesota
173,http://www.mountainproject.com/v/palisade-head/105814857,http://www.mountainproject.com/v/ex-nihilo/105920461,Minnesota
174,http://www.mountainproject.com/v/palisade-head/105814857,http://www.mountainproject.com/v/mack-the-knife/105863608,Minnesota
175,http://www.mountainproject.com/v/palisade-head/105814857,http://www.mountainproject.com/v/bluebells/105826905,Minnesota
176,http://www.mountainproject.com/v/palisade-head/105814857,http://www.mountainproject.com/v/phantom-crack/105826890,Minnesota
177,http://www.mountainproject.com/v/palisade-head/105814857,http://www.mountainproject.com/v/superior-crack/105827808,Minnesota
178,http://www.mountainproject.com/v/palisade-head/105814857,http://www.mountainproject.com/v/quetico-crack/105831429,Minnesota
179,http://www.mountainproject.com/v/palisade-head/105814857,http://www.mountainproject.com/v/danger-high-voltage/105887364,Minnesota
180,http://www.mountainproject.com/v/palisade-head/105814857,http://www.mountainproject.com/v/christmas-tree-crack/105920455,Minnesota
181,http://www.mountainproject.com/v/palisade-head/105814857,http://www.mountainproject.com/v/kgb/106326644,Minnesota
182,http://www.mountainproject.com/v/shovel-point/105814860,http://www.mountainproject.com/v/dance-of-the-sugar-plump-faeries/105831445,Minnesota
183,http://www.mountainproject.com/v/shovel-point/105814860,http://www.mountainproject.com/v/gold-plated/105833088,Minnesota
184,http://www.mountainproject.com/v/shovel-point/105814860,http://www.mountainproject.com/v/rosss-crack/105831538,Minnesota
185,http://www.mountainproject.com/v/shovel-point/105814860,http://www.mountainproject.com/v/a-dream-of-white-sheep/105832750,Minnesota
186,http://www.mountainproject.com/v/section-13/105814863,http://www.mountainproject.com/v/rubble-trouble-direct/105897866,Minnesota
187,http://www.mountainproject.com/v/elys-peak-duluth/105841445,http://www.mountainproject.com/v/the-flake/105990167,Minnesota
188,http://www.mountainproject.com/v/diagonals-wall/106915998,http://www.mountainproject.com/v/03-ramp-of-death/106545495,Minnesota
189,http://www.mountainproject.com/v/diagonals-wall/106915998,http://www.mountainproject.com/v/02-nick-the-wonder-dog/106919532,Minnesota
190,http://www.mountainproject.com/v/diagonals-wall/106915998,http://www.mountainproject.com/v/07-dirty-bolts-and-their-done-dirt-cheap/106919573,Minnesota
191,http://www.mountainproject.com/v/diagonals-wall/106915998,http://www.mountainproject.com/v/01-hot-german-babe/106919523,Minnesota
192,http://www.mountainproject.com/v/diagonals-wall/106915998,http://www.mountainproject.com/v/09-boltway-to-heaven/106919591,Minnesota
193,http://www.mountainproject.com/v/diagonals-wall/106915998,http://www.mountainproject.com/v/05-bolt-bolt-boltin-on-heavens-door/106919556,Minnesota
194,http://www.mountainproject.com/v/sigma-wall/106916001,http://www.mountainproject.com/v/tool-boy/106069650,Minnesota
195,http://www.mountainproject.com/v/sigma-wall/106916001,http://www.mountainproject.com/v/wild-things/106069643,Minnesota
196,http://www.mountainproject.com/v/relationship-wall/106916007,http://www.mountainproject.com/v/adoption/106069799,Minnesota
197,http://www.mountainproject.com/v/relationship-wall/106916007,http://www.mountainproject.com/v/compromises/106069794,Minnesota
198,http://www.mountainproject.com/v/sax-wall/106916010,http://www.mountainproject.com/v/3-morphine/106919665,Minnesota
199,http://www.mountainproject.com/v/sax-wall/106916010,http://www.mountainproject.com/v/1-a-little-spicy/106919652,Minnesota
200,http://www.mountainproject.com/v/sax-wall/106916010,http://www.mountainproject.com/v/6-no-such-thang-as-too-much-sax/106919691,Minnesota
201,http://www.mountainproject.com/v/sax-wall/106916010,http://www.mountainproject.com/v/2-body-and-soul/106919660,Minnesota
202,http://www.mountainproject.com/v/sax-wall/106916010,http://www.mountainproject.com/v/5-multiple-sax-partners/106919682,Minnesota
203,http://www.mountainproject.com/v/sax-wall/106916010,http://www.mountainproject.com/v/4-sax-a-holic/106919672,Minnesota
204,http://www.mountainproject.com/v/sax-wall/106916010,http://www.mountainproject.com/v/01-do-you-think-im-saxy/107606041,Minnesota
205,http://www.mountainproject.com/v/little-foxx/105988858,http://www.mountainproject.com/v/smack-my-ass-and-call-me-sally/106257987,Minnesota
206,http://www.mountainproject.com/v/eldon/109255860,http://www.mountainproject.com/v/best-boulder-in-minnesota/109513951,Minnesota
207,http://www.mountainproject.com/v/the-tree-boulder/106213166,http://www.mountainproject.com/v/tree-hugger/106213285,Minnesota
208,http://www.mountainproject.com/v/the-tree-boulder/106213166,http://www.mountainproject.com/v/climb-called-travis/106235774,Minnesota
209,http://www.mountainproject.com/v/the-whatever-wall/106250379,http://www.mountainproject.com/v/in-the-zone/106257471,Minnesota
210,http://www.mountainproject.com/v/north-little-foxx/106217746,http://www.mountainproject.com/v/friction-fighter/106217749,Minnesota
211,http://www.mountainproject.com/v/lower-wall/106268288,http://www.mountainproject.com/v/xmen/106268314,Minnesota
212,http://www.mountainproject.com/v/louisville-swamp-boulder-sw-twin-cities-metro-near-shakopee/106455068,http://www.mountainproject.com/v/svenska-solnedgng/106478419,Minnesota
213,http://www.mountainproject.com/v/louisville-swamp-boulder-sw-twin-cities-metro-near-shakopee/106455068,http://www.mountainproject.com/v/beehive/106455115,Minnesota
214,http://www.mountainproject.com/v/louisville-swamp-boulder-sw-twin-cities-metro-near-shakopee/106455068,http://www.mountainproject.com/v/dank-nugs/106455095,Minnesota
215,http://www.mountainproject.com/v/boulder-area-2/106570928,http://www.mountainproject.com/v/sweat-and-slide/106865975,Minnesota
216,http://www.mountainproject.com/v/the-pit/106385650,http://www.mountainproject.com/v/twinkletoes/106390482,Minnesota
217,http://www.mountainproject.com/v/the-pit/106385650,http://www.mountainproject.com/v/spread-eagle/106390487,Minnesota
218,http://www.mountainproject.com/v/the-pit/106385650,http://www.mountainproject.com/v/the-crack/106390468,Minnesota
219,http://www.mountainproject.com/v/the-pit/106385650,http://www.mountainproject.com/v/easy-slab-problem/106434255,Minnesota
220,http://www.mountainproject.com/v/the-boneyards/106385662,http://www.mountainproject.com/v/spider-tracks/106416981,Minnesota
221,http://www.mountainproject.com/v/the-boneyards/106385662,http://www.mountainproject.com/v/nanhole/106416975,Minnesota
222,http://www.mountainproject.com/v/the-boneyards/106385662,http://www.mountainproject.com/v/boneyards-dyno/106417654,Minnesota
223,http://www.mountainproject.com/v/slicksides-pit/106385672,http://www.mountainproject.com/v/slicksides/106433551,Minnesota
224,http://www.mountainproject.com/v/slicksides-pit/106385672,http://www.mountainproject.com/v/unknown-prow/106433579,Minnesota
225,http://www.mountainproject.com/v/sizzlefoot-wall/106385714,http://www.mountainproject.com/v/bad-habit/106433615,Minnesota
226,http://www.mountainproject.com/v/sizzlefoot-wall/106385714,http://www.mountainproject.com/v/no-hands-face/106433685,Minnesota
227,http://www.mountainproject.com/v/the-boonyards-aka-the-b2-pit/106434869,http://www.mountainproject.com/v/b2-bomber/106434872,Minnesota
228,http://www.mountainproject.com/v/picnic-rock/105889575,http://www.mountainproject.com/v/warm-up-slab/105890046,Minnesota
229,http://www.mountainproject.com/v/picnic-rock/105889575,http://www.mountainproject.com/v/the-prow/106399634,Minnesota
230,http://www.mountainproject.com/v/picnic-rock/105889575,http://www.mountainproject.com/v/jaws/105889615,Minnesota
